name,our_pv,scgen_pv,diff
DCP1B,2.19E-99,4.26E-96,-4.26E-96
NAA16,2.19E-99,4.26E-96,-4.26E-96
AC109826.1,2.19E-99,4.26E-96,-4.26E-96
ZBTB48,2.19E-99,4.26E-96,-4.26E-96
KLHL18,2.19E-99,4.26E-96,-4.26E-96
NEK4,2.19E-99,4.26E-96,-4.26E-96
ZNF273,2.19E-99,4.26E-96,-4.26E-96
RFX1,4.27E-99,8.31E-96,-8.30E-96
RCC2,1.05E-99,8.31E-96,-8.31E-96
RP11-127B20.3,1.05E-99,8.31E-96,-8.31E-96
ZMYM4,1.05E-99,8.31E-96,-8.31E-96
MFGE8,1.05E-99,8.31E-96,-8.31E-96
C9orf41,2.33E-100,8.31E-96,-8.31E-96
HARS2,2.33E-100,8.31E-96,-8.31E-96
OGFOD2,2.33E-100,8.31E-96,-8.31E-96
DBP,2.33E-100,8.31E-96,-8.31E-96
TUBA1C,2.33E-100,8.31E-96,-8.31E-96
SLC39A10,2.58E-96,1.22E-95,-9.60E-96
NUAK2,2.58E-96,1.22E-95,-9.60E-96
ZNF83,2.58E-96,1.22E-95,-9.60E-96
RP11-445H22.3,2.58E-96,1.22E-95,-9.60E-96
WDR25,2.58E-96,1.22E-95,-9.60E-96
SWI5,2.58E-96,1.22E-95,-9.60E-96
ST6GALNAC6,2.58E-96,1.22E-95,-9.60E-96
MED16,2.58E-96,1.22E-95,-9.60E-96
SWSAP1,2.58E-96,1.22E-95,-9.60E-96
VGLL4,2.58E-96,1.22E-95,-9.60E-96
CTDSP1,2.58E-96,1.22E-95,-9.60E-96
GALK2,2.58E-96,1.22E-95,-9.60E-96
MLST8,2.58E-96,1.22E-95,-9.60E-96
LMO7,2.58E-96,1.22E-95,-9.60E-96
NME3,2.58E-96,1.22E-95,-9.60E-96
SUPV3L1,2.58E-96,1.22E-95,-9.60E-96
TMEM68,2.58E-96,1.22E-95,-9.60E-96
RHOT2,2.58E-96,1.22E-95,-9.60E-96
PDIK1L,2.58E-96,1.22E-95,-9.60E-96
PEX3,2.58E-96,1.22E-95,-9.60E-96
STOX1,1.76E-97,1.54E-95,-1.52E-95
LRRC8A,1.28E-100,1.54E-95,-1.54E-95
RP11-973H7.4,1.28E-100,1.54E-95,-1.54E-95
ZBTB11-AS1,1.28E-100,1.54E-95,-1.54E-95
SBK1,2.96E-101,1.54E-95,-1.54E-95
CRY2,2.96E-101,1.54E-95,-1.54E-95
F2RL1,2.96E-101,1.54E-95,-1.54E-95
HSF2,2.96E-101,1.54E-95,-1.54E-95
ZBTB9,2.96E-101,1.54E-95,-1.54E-95
MICB,4.94E-96,2.09E-95,-1.60E-95
FUZ,1.13E-96,2.09E-95,-1.98E-95
ALDH6A1,1.13E-96,2.09E-95,-1.98E-95
SFXN4,2.39E-97,2.09E-95,-2.07E-95
PGRMC1,2.39E-97,2.09E-95,-2.07E-95
MOSPD1,2.39E-97,2.09E-95,-2.07E-95
C6orf226,2.39E-97,2.09E-95,-2.07E-95
TMEM41B,2.39E-97,2.09E-95,-2.07E-95
BRF2,2.39E-97,2.09E-95,-2.07E-95
ATXN1L,2.39E-97,2.09E-95,-2.07E-95
NAA35,2.39E-97,2.09E-95,-2.07E-95
TMEM107,2.39E-97,2.09E-95,-2.07E-95
FUT11,2.39E-97,2.09E-95,-2.07E-95
METTL2A,2.39E-97,2.09E-95,-2.07E-95
SMARCAL1,2.39E-97,2.09E-95,-2.07E-95
DDX41,2.39E-97,2.09E-95,-2.07E-95
GIPC1,2.39E-97,2.09E-95,-2.07E-95
SLC35B3,2.39E-97,2.09E-95,-2.07E-95
MDM4,2.39E-97,2.09E-95,-2.07E-95
HIST2H2AC,2.39E-97,2.09E-95,-2.07E-95
TMX3,2.39E-97,2.09E-95,-2.07E-95
AC093323.3,2.39E-97,2.09E-95,-2.07E-95
POLR3F,2.39E-97,2.09E-95,-2.07E-95
BTLA,2.39E-97,2.09E-95,-2.07E-95
C5orf28,2.39E-97,2.09E-95,-2.07E-95
KANSL1,2.39E-97,2.09E-95,-2.07E-95
DIEXF,2.39E-97,2.09E-95,-2.07E-95
MRPL35,2.39E-97,2.09E-95,-2.07E-95
ZNF708,2.39E-97,2.09E-95,-2.07E-95
IRG1,1.57E-96,2.90E-95,-2.74E-95
PRR16,7.44E-98,2.90E-95,-2.89E-95
ZNF85,1.74E-98,2.90E-95,-2.89E-95
INTS9,4.63E-102,2.90E-95,-2.90E-95
RP11-73E17.2,9.62E-96,3.86E-95,-2.90E-95
EPS15L1,2.26E-98,3.86E-95,-3.86E-95
RNF44,2.26E-98,3.86E-95,-3.86E-95
KBTBD3,2.26E-98,3.86E-95,-3.86E-95
CEP85L,2.26E-98,3.86E-95,-3.86E-95
INTS4,2.26E-98,3.86E-95,-3.86E-95
CCDC69,2.26E-98,3.86E-95,-3.86E-95
RAD18,2.26E-98,3.86E-95,-3.86E-95
CEP95,2.26E-98,3.86E-95,-3.86E-95
TCERG1,2.26E-98,3.86E-95,-3.86E-95
SLC25A45,2.26E-98,3.86E-95,-3.86E-95
RWDD2B,4.36E-98,7.49E-95,-7.48E-95
S100PBP,4.36E-98,7.49E-95,-7.48E-95
ATP6V0E2,4.36E-98,7.49E-95,-7.48E-95
ATF5,4.36E-98,7.49E-95,-7.48E-95
ZNHIT6,1.04E-98,7.49E-95,-7.49E-95
MXD4,2.19E-99,7.49E-95,-7.49E-95
RUSC1,2.19E-99,7.49E-95,-7.49E-95
DNAJC24,2.19E-99,7.49E-95,-7.49E-95
DHRS13,2.19E-99,7.49E-95,-7.49E-95
GLE1,2.19E-99,7.49E-95,-7.49E-95
TYSND1,2.19E-99,7.49E-95,-7.49E-95
KCTD17,2.19E-99,7.49E-95,-7.49E-95
DCAF4,2.19E-99,7.49E-95,-7.49E-95
POGZ,2.85E-95,1.13E-94,-8.43E-95
METTL21A,2.85E-95,1.13E-94,-8.43E-95
OXSM,2.85E-95,1.13E-94,-8.43E-95
TCOF1,2.85E-95,1.13E-94,-8.43E-95
SLC25A51,2.85E-95,1.13E-94,-8.43E-95
PDK3,2.85E-95,1.13E-94,-8.43E-95
PPP3R1,2.85E-95,1.13E-94,-8.43E-95
TRIP11,2.85E-95,1.13E-94,-8.43E-95
WAC-AS1,2.85E-95,1.13E-94,-8.43E-95
XXbac-BPG299F13.17,2.85E-95,1.13E-94,-8.43E-95
BAG2,2.85E-95,1.13E-94,-8.43E-95
ZNF780A,2.85E-95,1.13E-94,-8.43E-95
DCAF5,2.85E-95,1.13E-94,-8.43E-95
MAP3K2,2.85E-95,1.13E-94,-8.43E-95
HDHD3,2.85E-95,1.13E-94,-8.43E-95
PLEKHA3,2.85E-95,1.13E-94,-8.43E-95
THEMIS,2.85E-95,1.13E-94,-8.43E-95
TUBB2A,2.85E-95,1.13E-94,-8.43E-95
RARS2,2.85E-95,1.13E-94,-8.43E-95
ANKRD39,2.85E-95,1.13E-94,-8.43E-95
DPH7,2.85E-95,1.13E-94,-8.43E-95
PSMD10,2.85E-95,1.13E-94,-8.43E-95
C8orf44,2.85E-95,1.13E-94,-8.43E-95
RAP2C,2.85E-95,1.13E-94,-8.43E-95
CHD6,2.85E-95,1.13E-94,-8.43E-95
ERAP1,2.85E-95,1.13E-94,-8.43E-95
SUV420H2,1.05E-99,1.37E-94,-1.37E-94
CD200R1,1.05E-99,1.37E-94,-1.37E-94
TMEM161B,1.05E-99,1.37E-94,-1.37E-94
ZNF232,1.05E-99,1.37E-94,-1.37E-94
FAM216A,1.05E-99,1.37E-94,-1.37E-94
RP11-138A9.2,2.33E-100,1.37E-94,-1.37E-94
ZNF852,2.33E-100,1.37E-94,-1.37E-94
ZNF17,2.33E-100,1.37E-94,-1.37E-94
ZNF649,2.33E-100,1.37E-94,-1.37E-94
POLD1,2.33E-100,1.37E-94,-1.37E-94
DTD2,2.33E-100,1.37E-94,-1.37E-94
GALNT2,2.33E-100,1.37E-94,-1.37E-94
CRIP2,2.33E-100,1.37E-94,-1.37E-94
KLHL22,2.33E-100,1.37E-94,-1.37E-94
RASA2,1.22E-95,1.97E-94,-1.85E-94
MOCS3,1.22E-95,1.97E-94,-1.85E-94
NDE1,2.58E-96,1.97E-94,-1.94E-94
PHF6,2.58E-96,1.97E-94,-1.94E-94
MRE11A,2.58E-96,1.97E-94,-1.94E-94
PNP,2.58E-96,1.97E-94,-1.94E-94
UBL4A,2.58E-96,1.97E-94,-1.94E-94
FAM98A,2.58E-96,1.97E-94,-1.94E-94
ARV1,2.58E-96,1.97E-94,-1.94E-94
ARFIP2,2.58E-96,1.97E-94,-1.94E-94
SNHG10,2.58E-96,1.97E-94,-1.94E-94
ACSL3,2.58E-96,1.97E-94,-1.94E-94
TICAM1,2.58E-96,1.97E-94,-1.94E-94
UHRF2,2.58E-96,1.97E-94,-1.94E-94
DEAF1,2.58E-96,1.97E-94,-1.94E-94
ZNF677,2.58E-96,1.97E-94,-1.94E-94
TRAPPC6B,2.58E-96,1.97E-94,-1.94E-94
IKBKB,2.58E-96,1.97E-94,-1.94E-94
CHD7,2.58E-96,1.97E-94,-1.94E-94
TUBD1,2.58E-96,1.97E-94,-1.94E-94
POLG2,2.58E-96,1.97E-94,-1.94E-94
ACSF3,2.58E-96,1.97E-94,-1.94E-94
PPP6R2,2.58E-96,1.97E-94,-1.94E-94
DHRS7B,2.58E-96,1.97E-94,-1.94E-94
FARS2,2.58E-96,1.97E-94,-1.94E-94
FAM50B,2.58E-96,1.97E-94,-1.94E-94
ZNF781,7.71E-97,2.64E-94,-2.63E-94
TSSK6,1.28E-100,2.64E-94,-2.64E-94
NUF2,1.28E-100,2.64E-94,-2.64E-94
FCHO1,1.28E-100,2.64E-94,-2.64E-94
ZWILCH,2.96E-101,2.64E-94,-2.64E-94
GP9,2.96E-101,2.64E-94,-2.64E-94
COQ3,2.96E-101,2.64E-94,-2.64E-94
PRKCA,4.94E-96,3.60E-94,-3.55E-94
MAPRE2,1.13E-96,3.60E-94,-3.59E-94
SIRT5,1.13E-96,3.60E-94,-3.59E-94
RBM4B,2.39E-97,3.60E-94,-3.60E-94
REPIN1,2.39E-97,3.60E-94,-3.60E-94
CSAD,2.39E-97,3.60E-94,-3.60E-94
KLC1,2.39E-97,3.60E-94,-3.60E-94
APBB1,2.39E-97,3.60E-94,-3.60E-94
TP53,2.39E-97,3.60E-94,-3.60E-94
ZBTB2,2.39E-97,3.60E-94,-3.60E-94
UBR1,2.39E-97,3.60E-94,-3.60E-94
FAM200A,2.39E-97,3.60E-94,-3.60E-94
CDK13,2.39E-97,3.60E-94,-3.60E-94
MUM1,2.39E-97,3.60E-94,-3.60E-94
NCLN,2.39E-97,3.60E-94,-3.60E-94
TMCO6,2.39E-97,3.60E-94,-3.60E-94
TMEM237,2.39E-97,3.60E-94,-3.60E-94
ICMT,2.39E-97,3.60E-94,-3.60E-94
EPS15,2.39E-97,3.60E-94,-3.60E-94
DNAJC21,2.39E-97,3.60E-94,-3.60E-94
GNA13,2.39E-97,3.60E-94,-3.60E-94
USP31,1.56E-94,5.23E-94,-3.67E-94
DKFZP779L1853,5.53E-101,5.23E-94,-5.23E-94
AC093391.2,1.82E-101,5.23E-94,-5.23E-94
DHRS11,1.82E-101,5.23E-94,-5.23E-94
RP11-713M15.2,4.63E-102,5.23E-94,-5.23E-94
AGTPBP1,2.26E-98,6.83E-94,-6.83E-94
PKIA,2.26E-98,6.83E-94,-6.83E-94
NOM1,2.26E-98,6.83E-94,-6.83E-94
COQ9,2.26E-98,6.83E-94,-6.83E-94
ZNF611,2.26E-98,6.83E-94,-6.83E-94
ZNF253,2.26E-98,6.83E-94,-6.83E-94
AKNA,2.26E-98,6.83E-94,-6.83E-94
ZBTB18,2.26E-98,6.83E-94,-6.83E-94
ZNF292,3.21E-94,1.06E-93,-7.39E-94
GEMIN7,3.21E-94,1.06E-93,-7.39E-94
DDHD1,3.21E-94,1.06E-93,-7.39E-94
TTC33,3.21E-94,1.06E-93,-7.39E-94
LRRC40,3.21E-94,1.06E-93,-7.39E-94
SNRNP200,3.21E-94,1.06E-93,-7.39E-94
NUP107,3.21E-94,1.06E-93,-7.39E-94
ZBTB1,3.21E-94,1.06E-93,-7.39E-94
FBXO9,3.21E-94,1.06E-93,-7.39E-94
TCTN3,3.21E-94,1.06E-93,-7.39E-94
MSL2,3.21E-94,1.06E-93,-7.39E-94
ZNF791,3.21E-94,1.06E-93,-7.39E-94
TAMM41,3.21E-94,1.06E-93,-7.39E-94
TMEM216,3.21E-94,1.06E-93,-7.39E-94
MLH1,3.21E-94,1.06E-93,-7.39E-94
DLAT,3.21E-94,1.06E-93,-7.39E-94
DTWD1,3.21E-94,1.06E-93,-7.39E-94
CLP1,3.21E-94,1.06E-93,-7.39E-94
FAM126B,3.21E-94,1.06E-93,-7.39E-94
KLHL36,3.21E-94,1.06E-93,-7.39E-94
UMPS,3.21E-94,1.06E-93,-7.39E-94
LIAS,3.21E-94,1.06E-93,-7.39E-94
RPAP3,3.21E-94,1.06E-93,-7.39E-94
NR2C1,3.21E-94,1.06E-93,-7.39E-94
TUBE1,3.21E-94,1.06E-93,-7.39E-94
C7orf55,3.21E-94,1.06E-93,-7.39E-94
LMNB2,3.21E-94,1.06E-93,-7.39E-94
UBA6,3.21E-94,1.06E-93,-7.39E-94
DNAJC30,3.21E-94,1.06E-93,-7.39E-94
PIGL,3.21E-94,1.06E-93,-7.39E-94
CDKN2AIPNL,3.21E-94,1.06E-93,-7.39E-94
RASA3,3.21E-94,1.06E-93,-7.39E-94
ZNF701,3.21E-94,1.06E-93,-7.39E-94
DFFB,8.67E-95,1.26E-93,-1.18E-93
RP11-103G8.2,1.91E-95,1.26E-93,-1.25E-93
C16orf54,4.36E-98,1.26E-93,-1.26E-93
YPEL4,4.36E-98,1.26E-93,-1.26E-93
TARS2,2.19E-99,1.26E-93,-1.26E-93
PSMC3IP,2.19E-99,1.26E-93,-1.26E-93
GSDMB,2.19E-99,1.26E-93,-1.26E-93
ZC3H12A,2.19E-99,1.26E-93,-1.26E-93
ENTHD2,2.19E-99,1.26E-93,-1.26E-93
MMAB,6.03E-94,1.89E-93,-1.28E-93
SLC30A7,6.03E-94,1.89E-93,-1.28E-93
ZNF287,1.36E-94,1.89E-93,-1.75E-93
FAM84B,2.85E-95,1.89E-93,-1.86E-93
FBXL3,2.85E-95,1.89E-93,-1.86E-93
SETD4,2.85E-95,1.89E-93,-1.86E-93
NXF1,2.85E-95,1.89E-93,-1.86E-93
DDB2,2.85E-95,1.89E-93,-1.86E-93
ZNF567,2.85E-95,1.89E-93,-1.86E-93
KPTN,2.85E-95,1.89E-93,-1.86E-93
RXRB,2.85E-95,1.89E-93,-1.86E-93
ZNF226,2.85E-95,1.89E-93,-1.86E-93
PPIL3,2.85E-95,1.89E-93,-1.86E-93
ZNF14,2.85E-95,1.89E-93,-1.86E-93
CDCA4,2.85E-95,1.89E-93,-1.86E-93
NSUN2,2.85E-95,1.89E-93,-1.86E-93
COG8,2.85E-95,1.89E-93,-1.86E-93
ZMYM2,2.85E-95,1.89E-93,-1.86E-93
SERINC5,2.85E-95,1.89E-93,-1.86E-93
GTPBP10,2.85E-95,1.89E-93,-1.86E-93
C11orf1,2.85E-95,1.89E-93,-1.86E-93
POLD3,2.85E-95,1.89E-93,-1.86E-93
CBY1,2.85E-95,1.89E-93,-1.86E-93
ANAPC7,2.85E-95,1.89E-93,-1.86E-93
CSTF2,2.85E-95,1.89E-93,-1.86E-93
SENP7,2.85E-95,1.89E-93,-1.86E-93
TMEM222,2.85E-95,1.89E-93,-1.86E-93
GMNN,1.15E-93,3.43E-93,-2.28E-93
FBXO42,7.97E-96,2.44E-93,-2.43E-93
IRS1,7.97E-96,2.44E-93,-2.43E-93
GPATCH11,4.27E-99,2.44E-93,-2.44E-93
LINC00094,1.05E-99,2.44E-93,-2.44E-93
HMGN5,2.33E-100,2.44E-93,-2.44E-93
ADCK2,2.33E-100,2.44E-93,-2.44E-93
CDHR3,2.33E-100,2.44E-93,-2.44E-93
ENOSF1,2.33E-100,2.44E-93,-2.44E-93
MKS1,2.33E-100,2.44E-93,-2.44E-93
AGO3,2.33E-100,2.44E-93,-2.44E-93
FAM69A,2.33E-100,2.44E-93,-2.44E-93
RP11-326C3.12,2.33E-100,2.44E-93,-2.44E-93
TMEM184C,2.60E-94,3.43E-93,-3.17E-93
PCYT2,1.22E-95,3.43E-93,-3.42E-93
HIATL1,2.58E-96,3.43E-93,-3.43E-93
RBM34,2.58E-96,3.43E-93,-3.43E-93
METTL8,2.58E-96,3.43E-93,-3.43E-93
POLR2D,2.58E-96,3.43E-93,-3.43E-93
LSG1,2.58E-96,3.43E-93,-3.43E-93
ARL5B,2.58E-96,3.43E-93,-3.43E-93
DIS3,2.58E-96,3.43E-93,-3.43E-93
CRELD1,2.58E-96,3.43E-93,-3.43E-93
ZNF561,2.58E-96,3.43E-93,-3.43E-93
PTAR1,2.58E-96,3.43E-93,-3.43E-93
TMEM2,2.58E-96,3.43E-93,-3.43E-93
NUFIP1,2.58E-96,3.43E-93,-3.43E-93
RPS6KB1,2.58E-96,3.43E-93,-3.43E-93
ING2,2.58E-96,3.43E-93,-3.43E-93
IKZF3,2.58E-96,3.43E-93,-3.43E-93
PIK3CD,2.58E-96,3.43E-93,-3.43E-93
IFI30,7.48E-95,4.86E-93,-4.78E-93
NCKIPSD,3.65E-98,4.86E-93,-4.86E-93
ZFP37,4.58E-100,4.86E-93,-4.86E-93
DZIP3,4.58E-100,4.86E-93,-4.86E-93
CTD-2544N14.3,2.96E-101,4.86E-93,-4.86E-93
INPP4B,2.35E-95,6.41E-93,-6.38E-93
ZZZ3,4.94E-96,6.41E-93,-6.40E-93
APBA2,4.94E-96,6.41E-93,-6.40E-93
FAM115C,1.13E-96,6.41E-93,-6.41E-93
MPHOSPH9,1.13E-96,6.41E-93,-6.41E-93
FOXN2,1.13E-96,6.41E-93,-6.41E-93
MT1F,1.13E-96,6.41E-93,-6.41E-93
ENDOV,1.13E-96,6.41E-93,-6.41E-93
EDRF1,2.39E-97,6.41E-93,-6.41E-93
RAB11FIP4,2.39E-97,6.41E-93,-6.41E-93
PCNXL4,2.39E-97,6.41E-93,-6.41E-93
PREP,2.39E-97,6.41E-93,-6.41E-93
EIF3B,2.39E-97,6.41E-93,-6.41E-93
TDP1,2.39E-97,6.41E-93,-6.41E-93
AKAP10,2.39E-97,6.41E-93,-6.41E-93
ACO1,2.39E-97,6.41E-93,-6.41E-93
ATG2A,2.39E-97,6.41E-93,-6.41E-93
ZNF211,2.39E-97,6.41E-93,-6.41E-93
ARL13B,2.39E-97,6.41E-93,-6.41E-93
VPS8,2.39E-97,6.41E-93,-6.41E-93
SCFD2,2.39E-97,6.41E-93,-6.41E-93
UTP15,2.39E-97,6.41E-93,-6.41E-93
IQCB1,2.39E-97,6.41E-93,-6.41E-93
ZNF227,2.39E-97,6.41E-93,-6.41E-93
POR,3.56E-93,1.01E-92,-6.50E-93
CASC7,3.56E-93,1.01E-92,-6.50E-93
SUV420H1,3.56E-93,1.01E-92,-6.50E-93
RAD17,3.56E-93,1.01E-92,-6.50E-93
PXK,3.56E-93,1.01E-92,-6.50E-93
WDR82,3.56E-93,1.01E-92,-6.50E-93
NIPAL3,3.56E-93,1.01E-92,-6.50E-93
DPM3,3.56E-93,1.01E-92,-6.50E-93
PURA,3.56E-93,1.01E-92,-6.50E-93
KIFAP3,3.56E-93,1.01E-92,-6.50E-93
CREB1,3.56E-93,1.01E-92,-6.50E-93
GNB5,3.56E-93,1.01E-92,-6.50E-93
NDFIP2,3.56E-93,1.01E-92,-6.50E-93
JADE2,3.56E-93,1.01E-92,-6.50E-93
WDR36,3.56E-93,1.01E-92,-6.50E-93
ZNF264,3.56E-93,1.01E-92,-6.50E-93
TXNL4B,3.56E-93,1.01E-92,-6.50E-93
NAA15,3.56E-93,1.01E-92,-6.50E-93
BRCC3,3.56E-93,1.01E-92,-6.50E-93
TGIF2,3.56E-93,1.01E-92,-6.50E-93
POLR3E,3.56E-93,1.01E-92,-6.50E-93
TMEM156,3.56E-93,1.01E-92,-6.50E-93
ANAPC10,3.56E-93,1.01E-92,-6.50E-93
HOOK2,3.56E-93,1.01E-92,-6.50E-93
PRKDC,3.56E-93,1.01E-92,-6.50E-93
TSR3,3.56E-93,1.01E-92,-6.50E-93
DDX20,3.56E-93,1.01E-92,-6.50E-93
TTI2,3.56E-93,1.01E-92,-6.50E-93
PTK2B,3.56E-93,1.01E-92,-6.50E-93
AUH,3.56E-93,1.01E-92,-6.50E-93
QRSL1,3.56E-93,1.01E-92,-6.50E-93
U2AF1L4,3.56E-93,1.01E-92,-6.50E-93
RP11-796G6.2,3.56E-93,1.01E-92,-6.50E-93
MPRIP,3.56E-93,1.01E-92,-6.50E-93
NEDD1,3.56E-93,1.01E-92,-6.50E-93
MED27,3.56E-93,1.01E-92,-6.50E-93
BMS1,3.56E-93,1.01E-92,-6.50E-93
TAF1B,3.56E-93,1.01E-92,-6.50E-93
RNF8,3.56E-93,1.01E-92,-6.50E-93
LRPPRC,3.56E-93,1.01E-92,-6.50E-93
RP11-332H14.2,3.56E-93,1.01E-92,-6.50E-93
HIRIP3,3.56E-93,1.01E-92,-6.50E-93
USP42,3.56E-93,1.01E-92,-6.50E-93
SUN1,3.56E-93,1.01E-92,-6.50E-93
NDUFS1,3.56E-93,1.01E-92,-6.50E-93
LMBR1L,3.56E-93,1.01E-92,-6.50E-93
IL1RN,4.93E-90,4.94E-90,-6.91E-93
TMEM198,6.96E-96,9.77E-93,-9.77E-93
ACSM3,1.82E-101,9.77E-93,-9.77E-93
ZEB1,6.64E-93,1.79E-92,-1.13E-92
DAAM1,4.32E-95,1.16E-92,-1.16E-92
DHODH,4.62E-97,1.16E-92,-1.16E-92
DHTKD1,1.06E-97,1.16E-92,-1.16E-92
CCDC77,2.26E-98,1.16E-92,-1.16E-92
SPAG16,2.26E-98,1.16E-92,-1.16E-92
FAM76A,2.26E-98,1.16E-92,-1.16E-92
BBS2,2.26E-98,1.16E-92,-1.16E-92
KIAA1328,2.26E-98,1.16E-92,-1.16E-92
CCAR2,2.26E-98,1.16E-92,-1.16E-92
ERLIN1,2.26E-98,1.16E-92,-1.16E-92
AC013264.2,1.50E-93,1.79E-92,-1.64E-92
ADIPOR2,1.50E-93,1.79E-92,-1.64E-92
RP11-138A9.1,3.21E-94,1.79E-92,-1.76E-92
NOP14,3.21E-94,1.79E-92,-1.76E-92
GLA,3.21E-94,1.79E-92,-1.76E-92
BRMS1L,3.21E-94,1.79E-92,-1.76E-92
ATG4C,3.21E-94,1.79E-92,-1.76E-92
C6orf89,3.21E-94,1.79E-92,-1.76E-92
PDRG1,3.21E-94,1.79E-92,-1.76E-92
RING1,3.21E-94,1.79E-92,-1.76E-92
TIMM44,3.21E-94,1.79E-92,-1.76E-92
CCDC126,3.21E-94,1.79E-92,-1.76E-92
C1orf27,3.21E-94,1.79E-92,-1.76E-92
FBXO44,3.21E-94,1.79E-92,-1.76E-92
CLPX,3.21E-94,1.79E-92,-1.76E-92
LIX1L,3.21E-94,1.79E-92,-1.76E-92
GON4L,3.21E-94,1.79E-92,-1.76E-92
TRMT10B,3.21E-94,1.79E-92,-1.76E-92
GNPDA1,3.21E-94,1.79E-92,-1.76E-92
APEH,3.21E-94,1.79E-92,-1.76E-92
HSPA13,3.21E-94,1.79E-92,-1.76E-92
DNAJC17,3.21E-94,1.79E-92,-1.76E-92
ACADS,3.21E-94,1.79E-92,-1.76E-92
THAP3,3.21E-94,1.79E-92,-1.76E-92
TRIM44,3.21E-94,1.79E-92,-1.76E-92
PPME1,4.36E-98,2.25E-92,-2.25E-92
ANKRD26,1.04E-98,2.25E-92,-2.25E-92
ZNF846,1.04E-98,2.25E-92,-2.25E-92
EFTUD1,1.04E-98,2.25E-92,-2.25E-92
GLRX2,2.19E-99,2.25E-92,-2.25E-92
FAM179B,2.19E-99,2.25E-92,-2.25E-92
ILVBL,2.19E-99,2.25E-92,-2.25E-92
UNG,2.19E-99,2.25E-92,-2.25E-92
TCTN1,2.19E-99,2.25E-92,-2.25E-92
FAM3C,2.19E-99,2.25E-92,-2.25E-92
ZNF493,6.03E-94,3.31E-92,-3.25E-92
SLC31A2,1.36E-94,3.31E-92,-3.30E-92
ZNF563,2.85E-95,3.31E-92,-3.31E-92
TMED1,2.85E-95,3.31E-92,-3.31E-92
TATDN3,2.85E-95,3.31E-92,-3.31E-92
ERCC1,2.85E-95,3.31E-92,-3.31E-92
EXOSC2,2.85E-95,3.31E-92,-3.31E-92
MORC4,2.85E-95,3.31E-92,-3.31E-92
PDE4D,2.85E-95,3.31E-92,-3.31E-92
DYRK4,2.85E-95,3.31E-92,-3.31E-92
ATF7IP2,2.85E-95,3.31E-92,-3.31E-92
MAP7D3,2.85E-95,3.31E-92,-3.31E-92
SLC35A3,2.85E-95,3.31E-92,-3.31E-92
JMJD8,1.05E-99,4.51E-92,-4.51E-92
KLC2,1.05E-99,4.51E-92,-4.51E-92
GFOD1,2.33E-100,4.51E-92,-4.51E-92
CD200,2.33E-100,4.51E-92,-4.51E-92
ARHGEF9,2.33E-100,4.51E-92,-4.51E-92
SLC16A7,3.58E-92,9.10E-92,-5.52E-92
WNT7A,3.58E-92,9.10E-92,-5.52E-92
CENPK,2.60E-94,6.20E-92,-6.18E-92
PEX1,2.60E-94,6.20E-92,-6.18E-92
TRAPPC2,1.22E-95,6.20E-92,-6.20E-92
SIPA1L1,2.58E-96,6.20E-92,-6.20E-92
PREPL,2.58E-96,6.20E-92,-6.20E-92
BBC3,2.58E-96,6.20E-92,-6.20E-92
ASXL1,2.58E-96,6.20E-92,-6.20E-92
RP11-131N11.4,2.58E-96,6.20E-92,-6.20E-92
CLN8,2.58E-96,6.20E-92,-6.20E-92
KLF7,2.58E-96,6.20E-92,-6.20E-92
CDK8,2.58E-96,6.20E-92,-6.20E-92
CYB5D2,2.58E-96,6.20E-92,-6.20E-92
LRWD1,2.58E-96,6.20E-92,-6.20E-92
GNPTAB,2.58E-96,6.20E-92,-6.20E-92
DUSP14,2.58E-96,6.20E-92,-6.20E-92
GLTPD1,2.58E-96,6.20E-92,-6.20E-92
NABP2,2.58E-96,6.20E-92,-6.20E-92
FAM134A,3.97E-92,1.02E-91,-6.23E-92
FGD3,3.97E-92,1.02E-91,-6.23E-92
TCP11L2,3.97E-92,1.02E-91,-6.23E-92
PUS7L,3.97E-92,1.02E-91,-6.23E-92
CAPRIN1,3.97E-92,1.02E-91,-6.23E-92
TMEM242,3.97E-92,1.02E-91,-6.23E-92
RBM18,3.97E-92,1.02E-91,-6.23E-92
GLS,3.97E-92,1.02E-91,-6.23E-92
MARK3,3.97E-92,1.02E-91,-6.23E-92
EIF2D,3.97E-92,1.02E-91,-6.23E-92
SRPK1,3.97E-92,1.02E-91,-6.23E-92
FBXO34,3.97E-92,1.02E-91,-6.23E-92
MAP4K5,3.97E-92,1.02E-91,-6.23E-92
SENP6,3.97E-92,1.02E-91,-6.23E-92
HIST1H1D,3.97E-92,1.02E-91,-6.23E-92
TMEM14C,3.97E-92,1.02E-91,-6.23E-92
TSPYL1,3.97E-92,1.02E-91,-6.23E-92
ZUFSP,3.97E-92,1.02E-91,-6.23E-92
LIPT1,3.97E-92,1.02E-91,-6.23E-92
PDCD7,3.97E-92,1.02E-91,-6.23E-92
CEP63,3.97E-92,1.02E-91,-6.23E-92
FLI1,3.97E-92,1.02E-91,-6.23E-92
NMD3,3.97E-92,1.02E-91,-6.23E-92
SEC31A,3.97E-92,1.02E-91,-6.23E-92
BRD7,3.97E-92,1.02E-91,-6.23E-92
CEP19,3.97E-92,1.02E-91,-6.23E-92
STX18,3.97E-92,1.02E-91,-6.23E-92
